authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
undefined,SMPTE.RP40.2003,SMPTE RP 40:2003,Specifications for 35-mm Projector Alignment and Screen Image Quality Test Film,Recommended Practice,10.5594/SMPTE.RP40.2003,https://doi.org/10.5594/SMPTE.RP40.2003,2003-10-20,SMPTE,https://pub.smpte.org/doc/rp40/20031020-pub/,true,undefined,This practice describes the content and dimensions of the image on a 35-mm motion-picture test film intended for alignment and evaluation of 35-mm motion-picture projection. This practice also gives procedures for the use of various elements of the test film image.,"[""SMPTE.RP105.2003""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2003,null,undefined,"[""Test & Measurement"",""Film"",""Projection"",""Projector""]",undefined,1–7,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,"[""SMPTE.ST93.1998"",""SMPTE.ST59.1998"",""SMPTE.ST195.2000""]",undefined,undefined,undefined,true,2016-12-01,undefined,undefined,undefined,undefined,40,undefined,undefined,978-1-61482-087-1,undefined,undefined,undefined,2016-12-01,undefined,undefined,undefined,undefined,20031020-pub,undefined,undefined,2003,"[{""code"":""37.060.01"",""description"":""Cinematography in general""},{""code"":""37.060.20"",""description"":""Motion picture films. Cartridges""}]",SSD001088,20418,40,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP428-22.2025-06,SMPTE RP 428-22:2025-06,Minimal Timed Text XML Requirements,Recommended Practice,10.5594/SMPTE.RP428-22.2025,https://doi.org/10.5594/SMPTE.RP428-22.2025,2025-06-27,SMPTE,https://pub.smpte.org/doc/rp428-22/20250627-pub/,true,undefined,"This recommended practice specifies a minimal, compliant, and functionally empty SMPTE ST 428-7 Subtitle file, providing no visible effect upon playout.","[""SMPTE.ST429-2"",""SMPTE.RDD52"",""ISO.14496-22.2015""]",undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""DCDM"",""Subtitles""]",undefined,undefined,null,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,D-Cinema Distribution Master,smpte-27c-tc,"[""SMPTE.ST428-7""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,428,22,undefined,undefined,undefined,https://github.com/SMPTE/rp428-22/,undefined,undefined,undefined,undefined,undefined,undefined,20250627-pub,pub,PUB,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP428-4.2010,SMPTE RP 428-4:2010,Audio File Format and Delivery Constraints,Recommended Practice,10.5594/SMPTE.RP428-4.2010,https://doi.org/10.5594/SMPTE.RP428-4.2010,2010-03-31,SMPTE,https://pub.smpte.org/doc/rp428-4/20100331-pub/,true,undefined,"This document specifies constraints on the technical parameters, file structure, file naming and other relevant information pertaining to audio essence delivered from final post-production as a Digital Cinema Distribution Master.",undefined,undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""DCDM"",""Distribution"",""Sound""]",undefined,undefined,null,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,D-Cinema Distribution Master,smpte-27c-tc,"[""SMPTE.ST428-2.2006"",""SMPTE.ST428-3.2006"",""SMPTE.ST429-2.2009"",""SMPTE.ST429-7.2006"",""R-REC-BR.1352-1.2002"",""ISO.639-2.1998""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,428,4,undefined,undefined,undefined,https://github.com/SMPTE/rp428-4/,undefined,undefined,undefined,undefined,undefined,undefined,20100331-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP428-5.2010,SMPTE RP 428-5:2010,Mapping of Images into Constrained Tag Image File,Recommended Practice,10.5594/SMPTE.RP428-5.2010,https://doi.org/10.5594/SMPTE.RP428-5.2010,2010-06-24,SMPTE,https://pub.smpte.org/doc/rp428-5/20100624-pub/,true,undefined,"This recommended practice defines the file formats, file naming conventions, file sequences, and metadata for the interchange of uncompressed picture files that make up the Digital Cinema Distribution Master (DCDM), utilizing a constrained version of the tag image file format (TIFF).","[""SMPTE.ST429-7.2006"",""TIFF.r6.19920603"",""ICC.1.2004"",""ISO.15076-1.2005""]",undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""DCDM"",""Distribution"",""Image""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,D-Cinema Distribution Master,smpte-27c-tc,"[""SMPTE.ST428-1.2006"",""SMPTE.RP428-6.2009"",""ISO.12639.2004"",""ISO.646.1991""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,428,5,undefined,undefined,undefined,undefined,undefined,2018-03-15,undefined,undefined,undefined,undefined,20100624-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP428-6.2009,SMPTE RP 428-6:2009,Digital Leader,Recommended Practice,10.5594/SMPTE.RP428-6.2009,https://doi.org/10.5594/SMPTE.RP428-6.2009,2009-06-03,SMPTE,https://pub.smpte.org/doc/rp428-6/20090603-pub/,true,undefined,This recommended practice is intended to specify the source images and make-up of leaders and use of sound synchronization cue marks and tones as part of a Digital Cinema Distribution Master (DCDM) as described in SMPTE 428-1 and/or as part of a Digital Cinema Package (DCP). ,"[""SMPTE.PH22-55.1966"",""SMPTE.ST55.2000"",""SMPTE.ST428-2.2006"",""SMPTE.RP25.1995"",""SMPTE.RP431-2.2007""]",undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""DCDM"",""Distribution""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,D-Cinema Distribution Master,smpte-27c-tc,"[""SMPTE.ST428-1.2006"",""SMPTE.ST428-3.2006"",""SMPTE.RP155.2004""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,428,6,undefined,undefined,undefined,undefined,undefined,2018-03-15,undefined,undefined,undefined,undefined,20090603-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP431-2.2007,SMPTE RP 431-2:2007,Reference Projector and Environment,Recommended Practice,undefined,undefined,undefined,SMPTE,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""Quality"",""Projection"",""Measurement"",""Image""]",undefined,undefined,null,null,undefined,undefined,undefined,true,"[""SMPTE.RP431-2.2011""]",undefined,undefined,undefined,D-Cinema Quality,smpte-27c-tc,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,431,2,undefined,undefined,undefined,https://github.com/SMPTE/rp431-2/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP431-2.2011,SMPTE RP 431-2:2011,Reference Projector and Environment,Recommended Practice,10.5594/SMPTE.RP431-2.2011,https://doi.org/10.5594/SMPTE.RP431-2.2011,2011-04-06,SMPTE,https://pub.smpte.org/doc/rp431-2/20110406-pub/,true,undefined,"This document defines the Reference Projector and its controlled environment, along with the acceptable tolerances around critical image parameters for Review Room and Theatre applications. The goal is to provide a means for achieving consistent and repeatable color image quality. The Reference Projector is a practical device. The nominal (Reference Projector) parameters are based on industry experience and have been demonstrated by commercially available projectors in controlled environments. Two levels of tolerances are specified, a tighter tolerance for Review Rooms1 where critical color judgments are made, and a wider tolerance for satisfactory reproduction in Theaters used for general public exhibition.",undefined,undefined,undefined,undefined,null,null,null,undefined,"[""DCinema"",""Quality"",""Projection"",""Measurement"",""Image""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,D-Cinema Quality,smpte-27c-tc,"[""SMPTE.ST428-1.2006"",""SMPTE.ST431-1.2006"",""CIE.015.1986""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,431,2,undefined,undefined,undefined,https://github.com/SMPTE/rp431-2/,undefined,2018-03-15,undefined,undefined,undefined,undefined,20110406-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP45.1972,SMPTE RP 45:1972,Use and Care of Sound Test Films,Recommended Practice,10.5594/SMPTE.RP45.1972,https://doi.org/10.5594/SMPTE.RP45.1972,1972-04-01,SMPTE,https://pub.smpte.org/doc/rp45/19720401-pub/,true,undefined,undefined,"[""10.5594-J13565"",""SAA.40290752"",""10.5594-J09039""]",undefined,undefined,undefined,null,null,null,undefined,"[""Film"",""Test & Measurement"",""Audio"",""Sound""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,2010-07-01,undefined,undefined,undefined,undefined,45,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19720401-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP47.1999,SMPTE RP 47:1999,Electronic Method of Dropout Detection and Counting,Recommended Practice,10.5594/SMPTE.RP47.1999,https://doi.org/10.5594/SMPTE.RP47.1999,1999-04-22,SMPTE,https://pub.smpte.org/doc/rp47/19990422-pub/,true,undefined,undefined,"[""SMPTE.RP6.1994"",""SMPTE.RP11.1994""]",undefined,undefined,undefined,null,null,null,undefined,"[""Recording"",""Television"",""Test & Measurement""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,2004-10-08,undefined,undefined,undefined,undefined,47,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19990422-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP48.1995,SMPTE RP 48:1995,Lubrication of 16- and 8-mm Motion-Picture Prints,Recommended Practice,undefined,undefined,undefined,SMPTE,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""SMPTE.RP48.1999""]",undefined,undefined,undefined,undefined,smpte-27c-tc,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,48,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP48.1999,SMPTE RP 48:1999,Lubrication of 16- and 8-mm Motion-Picture Prints,Recommended Practice,10.5594/SMPTE.RP48.1999,https://doi.org/10.5594/SMPTE.RP48.1999,1999-04-22,SMPTE,https://pub.smpte.org/doc/rp48/19990422-pub/,true,undefined,undefined,"[""NAPM.IT9.4.1994""]",undefined,undefined,undefined,null,null,null,undefined,"[""Film"",""Projection"",""8mm"",""16mm"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,2009-07-01,undefined,undefined,undefined,undefined,48,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19990422-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP49.1995,SMPTE RP 49:1995,Leaders for 8-mm Type R and S Motion-Picture Release Prints Used in Continuous-Loop Cartridges,Recommended Practice,10.5594/SMPTE.RP49.1995,https://doi.org/10.5594/SMPTE.RP49.1995,1995-01-05,SMPTE,https://pub.smpte.org/doc/rp49/19950105-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,"[""Film"",""Projection"",""8mm"",""16mm"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,"[""SMPTE.ST55.1992""]",undefined,undefined,undefined,true,2004-11-08,undefined,undefined,undefined,undefined,49,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19950105-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP50.1995,SMPTE RP 50:1995,Dimensions for 8-mm Type S Motion-Picture Projector Reel Spindles,Recommended Practice,10.5594/SMPTE.RP50.1995,https://doi.org/10.5594/SMPTE.RP50.1995,1995-01-05,SMPTE,https://pub.smpte.org/doc/rp50/19950105-pub/,true,undefined,undefined,"[""SMPTE.ST160.1990""]",undefined,undefined,undefined,null,null,null,undefined,"[""Film"",""Projection"",""8mm"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,2004-11-08,undefined,undefined,undefined,undefined,50,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19950105-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP51.1995,SMPTE RP 51:1995,Screen Luminance and Viewing Conditions for 8-mm Review Rooms,Recommended Practice,10.5594/SMPTE.RP51.1995,https://doi.org/10.5594/SMPTE.RP51.1995,1995-01-05,SMPTE,https://pub.smpte.org/doc/rp51/19950105-pub/,true,undefined,undefined,"[""SMPTE.ST196.1993""]",undefined,undefined,undefined,null,null,null,undefined,"[""Film"",""Projection"",""8mm"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,2004-11-08,undefined,undefined,undefined,undefined,51,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19950105-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP53.1993,SMPTE RP 53:1993,"Scene-Change Methods for Printing 35-mm, 16-mm and 8-mm Type S Motion-Picture Film",Recommended Practice,10.5594/SMPTE.RP53.1993,https://doi.org/10.5594/SMPTE.RP53.1993,1993-05-24,SMPTE,https://pub.smpte.org/doc/rp53/19930524-pub/,true,undefined,"(1.1) This practice specifies the dimensions and location of a scene-change notch or cueing spot for actuating the printer light-change mechanism when printing 35-mm, 16-mm, and 8-mm type S motion-picture films. (See annex A.1 for a frame- count cueing method which is more commonly utilized.) (1.2) Although this practice specifies a notch or a cueing spot for actuating the printer light mechanism, at no time should a film contain both.",undefined,undefined,undefined,undefined,SMPTE,1993,null,undefined,"[""Film"",""Identification"",""Projection"",""16mm"",""Projector"",""35mm"",""8mm"",""Printer Light""]",undefined,1–5,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,"[""SMPTE.ST83.1996""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,53,undefined,undefined,978-1-61482-094-9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19930524-pub,undefined,undefined,1993-05-24,"[{""code"":""37.060.99"",""description"":""Other standards related to cinematography""}]",SSD001095,20065,undefined,undefined,undefined,undefined,undefined,undefined
