authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,referencedBy,docDependancy,currentStatus,details,abstract,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,number,pages,publisherLocation.city,volume,docTypeAbr,references.bibliographic,references.normative,referencesResolved.bibliographic,referencesResolved.normative,referenceTree,contentType,journalAcronym,keywords,publisherLocation.country,revisionOf,status.stabilized,status.latestVersion,msiLatestAny,msiLatestBase,isLatestAny,docBase,docBaseLabel,isLatestBase,__isNewestInBase,docVersion,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,status.draft,status.unknown,status.withdrawn,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,currentWork,docElement,status.supersededByr,xmlNamespace
undefined,10.5594-J01121,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 2, February 1953)",Journal Available and Wanted,Journal Article,10.5594/J01121,https://doi.org/10.5594/J01121,1953-02-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPTE,other,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,2,202–202,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J01122,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 2, February 1953)",Meetings,Journal Article,10.5594/J01122,https://doi.org/10.5594/J01122,1953-02-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPTE,other,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,2,202–203,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J01123,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 2, February 1953)",Employment Service,Journal Article,10.5594/J01123,https://doi.org/10.5594/J01123,1953-02-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPTE,other,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,2,203–203,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J01124,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 2, February 1953)",New Products,Journal Article,10.5594/J01124,https://doi.org/10.5594/J01124,1953-02-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPTE,other,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,2,204–204,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""R. D. Chipp""]",10.5594-J01125,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",Film Projection Using Image-Orthicon Cameras,Journal Article,10.5594/J01125,https://doi.org/10.5594/J01125,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"Presented here are the results of over a year's use of image-orthicon cameras for all film transmitted by television station WABD, New York, totaling approximately 2000 hr. In addition to brief consideration of the technical problems encountered, cost, reliability, convenience and other operational factors are discussed.",J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,1–8,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Karl Freund""]",10.5594-J01126,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",Shooting Live Television Shows on Film,Journal Article,10.5594/J01126,https://doi.org/10.5594/J01126,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"Experience in shooting live television shows on film is described, in which three motion picture cameras were used instead of television cameras, with overhead lighting and in the presence of an audience. Subject contrast was measured by means of a flare-free brightness photometer.",J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,9–19,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""J. L. Tupper""]",10.5594-J01127,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",Practical Aspects of Reciprocity-Law Failure,Journal Article,10.5594/J01127,https://doi.org/10.5594/J01127,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,The occasional failure of sensitometric data to provide a reliable indication of the practical performance of photographic materials is usually attributable to the failure of the reciprocity law. The effect of reciprocity-law failure on the characteristic D-log E curves of various films is shown graphically. The influence of developing time and of the temperature of the film on the effectiveness of exposure at various intensity levels is discussed. Certain generali zations are made about the failure of the reciprocity law which may be helpful in reconciling differences between laboratory measurements and the results obtained in motion picture practice.,J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,20–29,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Harry R. Glason""]",10.5594-J01128,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",A Method of Lighting Large Fields for High-Speed Motion Picture Photography,Journal Article,10.5594/J01128,https://doi.org/10.5594/J01128,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,30–30,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""S. A. Weinberg"",""J. S. Watson"",""G. H. Ramsey""]",10.5594-J01129,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",X-Ray Motion Picture Camera and Printer for 70mm Film,Journal Article,10.5594/J01129,https://doi.org/10.5594/J01129,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,A cinefluorographic motion picture camera and reduction printer using 70mm perforated negative film are described. The camera drive mechanism permits camera speeds up to 15 frames/sec. Prints can be made either on 35mm or 16mm positive film.,J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,31–37,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""H. E. Bauer"",""A. W. Blake""]",10.5594-J01130,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",Application of Wide-Angle Optics to Moderately High-Speed Motion Picture Cameras,Journal Article,10.5594/J01130,https://doi.org/10.5594/J01130,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"The Douglas Aircraft Co. has gained considerable experience in the application of wide-angle optics to certain motion picture cameras, particularly at 200 to 500 frames/sec. The field of view used ranged from 140 to 160° full-cone angle, and aperture settings of the order of f/1.5 were obtained. Further, the extreme depth of field of the optical system was found to be a very useful feature. Experiences concerning the development of these wide-angle cameras are discussed.",J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,38–48,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""G. J. Badgley"",""W. R. Fraser""]",10.5594-J01131,"Journal of the Society of Motion Picture and Television Engineers ( Volume: 60, Issue: 1, January 1953)",New Automatic Film-Threading Motion Picture Camera,Journal Article,10.5594/J01131,https://doi.org/10.5594/J01131,1953-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"The new automatic film-threading motion picture camera designed and built by G. J. Badgley at the Naval Photographic Center provides: (1) a 16mm motion picture camera that can be easily loaded, quickly threaded and operated under adverse conditions normally encountered by naval photographers; and (2) a motion picture camera that can be used for recording of radar and television images appearing upon cathode-ray tubes.",J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1953,0898-042X,1,49–57,"White Plains, NY",60,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0898-042X""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
